Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,date,country
29901,0.31,Very Good,F,VVS2,61.6,56.0,711.0,4.34,4.38,2.68,2022-09-13,Mongolia
29902,0.4,Very Good,G,SI1,61.0,56.0,711.0,4.77,4.8,2.92,2022-09-11,Germany
29903,0.44,Very Good,F,SI2,61.9,59.0,711.0,,4.9,3.02,2022-09-07,Ghana
29904,0.39,Ideal,F,SI1,61.8,55.0,711.0,4.66,4.71,2.9,,Venezuela
29905,,Ideal,F,SI1,61.8,56.0,711.0,4.75,4.79,2.95,2022-08-31,Georgia
29906,0.41,Ideal,F,SI1,62.6,54.0,711.0,4.74,4.78,2.98,2022-09-23,Nigeria
29907,,Ideal,,SI1,61.8,55.0,711.0,4.75,4.8,2.95,2022-09-03,Suriname
29908,0.41,Ideal,E,SI1,61.5,55.0,711.0,4.78,4.81,2.95,2022-09-01,Costa Rica
29909,0.35,Good,E,VS2,57.8,60.0,711.0,4.64,4.67,2.69,,Solomon Islands
29910,0.39,Very Good,I,VS2,59.6,57.0,712.0,4.77,4.82,2.86,2022-09-22,Azerbaijan
29911,0.29,Very Good,G,VS2,61.5,58.0,712.0,4.25,4.27,2.62,2022-09-23,Djibouti
29912,0.34,Ideal,F,,61.8,56.0,712.0,4.47,4.49,2.77,2022-09-03,French S. Territories
29913,0.42,Very Good,I,SI1,61.0,55.8,712.0,4.83,4.86,2.96,2022-09-08,Faroe Islands
29914,0.3,Premium,D,VS1,61.9,58.0,712.0,4.28,4.32,2.66,2099-07-04,Virgin Islands (U.S.)
29915,0.34,Very Good,G,VVS2,60.4,57.0,713.0,4.53,4.56,2.74,2087-09-26,Cote D`ivoire
29916,,Ideal,G,VVS2,62.3,56.0,713.0,4.43,4.47,2.77,2022-09-01,Latvia
29917,0.33,Ideal,G,VVS2,61.9,55.0,713.0,4.41,4.44,2.74,2022-09-09,Zambia
29918,0.33,Ideal,G,VVS2,61.5,55.0,713.0,4.47,4.51,2.76,2022-09-15,Micronesia
29919,0.33,Ideal,H,VVS1,61.8,,713.0,4.42,4.44,2.74,2022-08-30,Faroe Islands
29920,0.32,Ideal,D,VS2,61.3,57.0,713.0,4.44,4.46,2.73,2022-09-11,Northern Mariana Islands
29921,0.32,Ideal,D,VS2,,56.0,713.0,4.42,4.45,,2022-09-20,Bermuda
29922,,Ideal,E,VS1,61.4,55.0,713.0,4.42,4.44,2.72,2022-09-01,Palau
29923,0.32,Ideal,E,VS1,61.1,56.0,713.0,4.42,4.45,2.71,2022-09-15,Vatican City State
29924,0.31,Ideal,D,VS1,61.1,56.0,713.0,4.33,4.37,2.66,2022-09-01,Moldova
29925,0.31,Ideal,D,VS1,61.6,55.0,,4.3,4.33,2.66,2022-09-22,Tonga
29926,0.31,Ideal,D,,60.6,57.0,713.0,4.36,4.39,,,Northern Mariana Islands
29927,0.36,Ideal,D,,61.9,55.7,713.0,4.57,4.59,,2022-09-22,Virgin Islands (British)
29928,0.38,Good,F,VS2,63.4,62.0,713.0,4.52,4.56,2.88,2110-01-07,Lesotho
29929,0.43,Premium,,I1,58.4,62.0,713.0,,4.94,2.9,2022-09-09,Dominican Republic
29930,0.5,Fair,F,I1,63.8,58.0,713.0,5.08,4.97,3.21,2022-09-17,Venezuela
29931,0.37,Very Good,I,VVS2,60.9,58.0,714.0,4.64,4.68,,2022-09-02,Netherlands
29932,0.38,Ideal,H,VS1,62.1,55.4,714.0,4.63,4.68,2.89,2022-09-06,Djibouti
29933,0.32,Ideal,D,SI1,61.2,56.0,714.0,4.45,4.47,2.73,2022-09-24,Cocos Islands
29934,0.34,,G,VS2,59.6,62.0,714.0,4.56,4.54,2.71,2022-09-25,Eritrea
29935,0.34,Good,G,VS2,57.5,61.0,714.0,4.66,4.6,2.66,2022-09-13,Honduras
29936,0.34,Ideal,E,SI1,62.2,54.0,714.0,4.5,4.47,2.79,2022-09-12,Australia
29937,0.34,Very Good,E,SI1,63.4,55.0,714.0,4.46,4.44,2.82,2022-09-17,Singapore
29938,0.34,Very Good,E,SI1,63.3,57.0,714.0,4.47,4.44,2.82,2022-09-20,Bermuda
29939,0.34,Very Good,E,SI1,63.5,55.0,714.0,4.47,4.44,2.83,2103-06-26,Burkina Faso
29940,0.29,Ideal,F,VVS2,61.1,58.0,,4.26,4.28,,2022-09-02,Eritrea
29941,0.31,Ideal,G,SI1,61.3,,443.0,4.37,4.4,2.69,2022-09-24,Hong Kong
29942,0.29,Very Good,H,VS1,62.2,,444.0,4.24,4.27,2.64,2022-09-18,Marshall Islands
29943,0.29,Ideal,,VS1,61.7,56.0,444.0,4.22,4.27,2.62,2022-09-20,Slovenia
29944,0.32,Premium,E,I1,60.9,58.0,444.0,4.42,4.38,2.68,,Korea (South)
29945,0.27,Very Good,H,,61.2,58.0,445.0,4.16,4.2,2.56,2022-09-16,Puerto Rico
29946,0.26,Very Good,I,SI1,59.2,60.0,445.0,4.2,4.24,,2022-09-25,Zaire
29947,0.25,Ideal,H,VS1,61.5,56.0,445.0,4.05,4.08,2.5,2022-09-16,Burkina Faso
29948,0.25,Ideal,H,VS1,,53.0,445.0,4.04,4.08,2.54,2022-09-28,Rwanda
29949,0.33,,I,SI1,61.4,58.0,445.0,4.46,4.5,2.75,,Romania
29950,0.33,Ideal,I,SI1,61.5,57.0,445.0,4.46,4.49,2.75,2022-09-04,Guadeloupe
29951,0.33,Premium,I,SI1,61.3,59.0,445.0,4.46,4.51,2.75,2022-09-26,Cambodia
29952,,Ideal,I,SI1,62.7,56.0,445.0,4.4,4.44,2.77,2022-09-14,Honduras
29953,0.33,Very Good,I,SI1,62.8,58.0,445.0,4.39,4.43,2.77,2022-09-24,Kenya
29954,,Good,I,SI1,63.6,57.0,445.0,,4.42,2.8,2022-09-13,Belgium
29955,0.33,Good,I,SI1,63.2,58.0,445.0,,4.38,2.76,2022-09-28,Venezuela
29956,0.32,Ideal,G,SI1,62.6,55.0,445.0,4.38,4.41,2.75,2022-08-31,Azerbaijan
29957,0.23,Premium,F,VVS2,61.3,59.0,445.0,3.94,3.99,2.43,2022-09-12,Netherlands
29958,0.34,Good,E,SI2,63.1,56.0,445.0,4.46,4.51,2.83,2022-09-04,Croatia
29959,0.35,Ideal,J,VS2,61.8,55.0,446.0,4.54,4.56,2.81,2022-09-04,Montserrat
29960,0.35,Ideal,J,VS2,61.4,55.0,446.0,4.55,4.57,,2022-09-28,Cambodia
29961,0.31,Ideal,G,SI1,61.7,54.0,446.0,4.38,4.4,2.71,2022-09-04,Cameroon
29962,0.31,Ideal,G,,61.2,55.0,446.0,4.37,4.39,2.68,2022-09-01,Singapore
29963,0.36,Premium,F,SI2,60.3,59.0,446.0,4.62,4.57,2.77,2022-09-13,Virgin Islands (British)
29964,0.31,Very Good,H,,62.4,60.0,446.0,4.32,4.34,2.7,2022-09-11,Czech Republic
29965,0.31,Very Good,H,SI1,61.1,55.0,446.0,4.35,,2.67,2022-09-18,Taiwan
29966,0.31,Very Good,H,SI1,61.4,55.0,446.0,4.36,4.44,2.7,2022-09-05,Guatemala
29967,,Good,H,SI1,63.6,57.0,446.0,4.32,4.33,2.75,2022-09-17,Gabon
29968,0.31,Ideal,H,SI1,62.7,56.0,446.0,4.33,4.38,2.73,,Madagascar
29969,0.31,Very Good,H,SI1,62.3,55.0,446.0,4.34,4.36,2.71,2022-09-13,Sierra Leone
29970,0.31,Very Good,H,,61.1,57.0,446.0,4.32,4.35,2.65,2022-09-14,Pitcairn
29971,0.29,Ideal,F,VVS1,61.1,,715.0,4.26,4.29,2.61,2022-09-28,Oman
29972,0.32,Ideal,D,,62.1,54.0,715.0,4.4,4.45,2.75,2022-09-19,Italy
29973,,Ideal,D,SI1,61.5,56.0,,4.41,4.44,2.72,2022-09-24,Peru
29974,0.32,Ideal,,SI1,60.9,55.0,715.0,4.45,4.48,2.72,2022-09-22,Mali
29975,0.32,Ideal,D,SI1,61.5,54.0,715.0,,4.46,2.73,2022-09-16,Ecuador
29976,0.35,Ideal,I,IF,61.8,55.0,715.0,,4.57,2.82,2022-09-12,France
29977,0.35,Ideal,I,IF,61.1,56.0,715.0,4.56,4.6,2.8,2022-09-15,Honduras
29978,0.35,Ideal,I,IF,61.5,55.0,715.0,4.53,4.57,2.8,2022-09-03,Yemen
29979,0.38,Very Good,G,VS2,59.7,62.0,715.0,4.66,4.68,2.79,2022-09-28,Falkland Islands (Malvinas)
29980,0.39,Very Good,F,VS2,62.1,59.0,716.0,4.69,4.71,2.92,2022-09-20,Turkmenistan
29981,,Ideal,G,SI2,,56.0,716.0,4.78,4.74,2.9,2022-09-05,Samoa
29982,0.31,Ideal,F,VVS2,61.2,56.0,716.0,4.4,4.43,2.7,2022-09-01,New Caledonia
29983,0.43,Ideal,I,VS2,62.0,55.0,716.0,4.84,4.87,3.01,2022-09-25,Bulgaria
29984,,Ideal,I,VS2,61.9,54.0,716.0,4.87,4.88,3.02,2022-09-23,Andorra
29985,0.43,Ideal,I,VS2,61.8,55.0,716.0,4.85,4.89,3.01,2022-09-09,Latvia
29986,0.32,Ideal,E,VS2,61.5,56.0,716.0,4.43,4.45,2.73,2022-09-05,Cameroon
29987,0.32,Ideal,F,VS1,61.9,57.0,716.0,4.38,4.41,2.72,2022-09-08,Norfolk Island
29988,0.32,Ideal,F,VS1,61.9,56.0,716.0,4.39,4.43,2.73,2022-09-01,Mauritius
29989,0.32,Ideal,F,VS1,61.0,54.0,716.0,4.42,4.44,2.7,2022-09-17,Burundi
29990,0.32,Ideal,F,VS1,61.6,57.0,716.0,,4.42,2.71,2022-09-10,Sao Tome
29991,0.32,Ideal,F,VS1,61.7,56.0,,4.39,4.42,2.72,2022-09-04,Taiwan
29992,0.32,Ideal,F,VS1,,56.0,716.0,4.45,4.48,,2022-09-24,Tokelau
29993,0.43,Ideal,D,SI2,62.6,56.0,716.0,4.84,4.88,3.04,2022-09-13,Saudi Arabia
29994,,Premium,E,SI2,61.2,59.0,716.0,4.82,4.89,2.97,2022-09-03,Kenya
29995,0.43,Ideal,H,SI1,62.5,57.0,716.0,4.79,4.84,3.01,2022-09-27,Papua New Guinea
29996,0.43,Premium,E,SI2,60.8,58.0,716.0,,,2.96,2022-09-27,San Marino
29997,0.43,Premium,D,SI2,62.6,58.0,716.0,4.79,4.82,3.01,2022-09-16,Christmas Island
29998,0.43,Ideal,E,SI2,62.1,56.0,716.0,4.84,4.85,3.01,2022-09-27,Togo
29999,0.43,Ideal,D,SI2,61.0,57.0,716.0,4.81,,2.95,2022-09-17,Cayman Islands
30000,0.43,Very Good,H,SI1,60.2,57.0,716.0,4.91,4.93,2.96,2107-12-11,Cocos Islands
30001,0.43,,E,SI2,61.9,57.0,716.0,4.83,4.86,3.0,2022-09-11,Brazil
30002,0.43,Ideal,H,SI1,62.4,56.0,716.0,4.81,4.83,3.01,2022-09-16,Bhutan
30003,0.43,Premium,H,SI1,59.0,58.0,716.0,4.93,4.96,2.92,2022-09-11,Czech Republic
30004,0.43,Ideal,H,SI1,62.3,56.0,716.0,4.83,4.86,3.02,2022-09-05,Hungary
30005,0.43,Ideal,H,SI1,61.6,55.0,716.0,4.87,4.9,3.01,2022-09-03,Cambodia
30006,0.43,Premium,D,SI2,60.7,58.0,716.0,4.85,4.91,2.96,2022-09-05,New Zealand
30007,0.43,Very Good,E,SI2,62.7,55.0,716.0,4.83,4.87,3.04,2022-08-31,Brunei Darussalam
30008,0.43,Very Good,D,SI2,61.1,58.0,716.0,4.86,4.9,2.98,,Rwanda
30009,0.43,Very Good,H,SI1,61.5,58.0,716.0,4.8,4.86,2.97,2022-09-21,Brunei Darussalam
30010,0.35,Very Good,E,VS2,61.9,61.0,716.0,4.5,4.54,2.8,2022-09-08,Ecuador
30011,0.32,Very Good,F,VVS2,62.0,55.0,717.0,4.38,4.42,2.73,2022-09-10,Christmas Island
30012,0.42,Very Good,F,SI1,63.1,56.0,717.0,4.77,4.8,3.02,2022-09-25,Costa Rica
30013,0.45,Ideal,I,VS2,61.9,54.0,717.0,4.92,4.94,3.05,2022-09-13,Guam
30014,0.38,Ideal,E,VS2,61.5,56.0,717.0,4.65,4.69,,2022-08-30,Sudan
30015,0.31,Ideal,H,VS1,61.3,55.0,717.0,4.36,4.41,2.69,2099-08-21,Chile
30016,0.4,Very Good,F,SI1,61.7,62.0,717.0,4.71,4.76,2.92,2022-09-06,Cambodia
30017,0.42,Premium,G,SI1,62.7,59.0,717.0,4.72,4.75,2.97,2108-06-25,Niue
30018,0.4,Good,H,VS2,63.1,62.0,717.0,4.75,4.66,2.97,2022-09-08,Oman
30019,0.41,,D,SI1,63.0,57.0,717.0,4.64,4.7,2.94,2022-09-05,Croatia
30020,0.41,Very Good,,SI1,60.3,63.0,717.0,4.78,4.8,,2022-09-10,Russian Federation
30021,0.41,,D,SI1,63.1,57.0,717.0,4.68,4.73,2.97,2022-09-07,Martinique
30022,0.41,Very Good,D,SI1,63.0,56.0,717.0,4.75,4.8,3.01,2022-09-25,Sierra Leone
30023,0.36,Ideal,E,VS2,61.3,56.0,718.0,4.59,4.61,2.82,2022-09-25,Bosnia And Herzegowina
30024,0.3,Ideal,D,VS1,62.2,57.0,718.0,4.26,4.29,2.66,2022-08-30,Cyprus
30025,0.3,Ideal,D,VS1,61.6,,718.0,4.34,4.36,2.68,2022-09-18,Cyprus
30026,0.36,Ideal,F,SI1,61.6,56.0,718.0,4.62,4.57,2.83,2022-09-12,Canada
30027,0.32,Ideal,G,VS1,62.3,55.0,718.0,4.41,4.39,2.74,2022-09-18,Portugal
30028,0.32,Ideal,G,VS1,62.5,57.0,718.0,4.37,4.34,2.72,2022-09-28,Vanuatu
30029,0.43,Good,E,SI1,63.4,56.0,,4.77,4.79,3.03,2022-09-11,Nauru
30030,0.35,Premium,E,VS1,62.2,58.0,718.0,4.47,4.5,2.79,2022-09-17,Macedonia
30031,0.39,Good,F,SI1,,54.0,718.0,4.62,4.67,2.94,2022-09-25,Cape Verde
30032,,Very Good,J,VVS1,61.8,56.0,718.0,4.64,4.71,2.89,2022-09-26,Panama
30033,0.39,Good,H,VS2,63.1,58.0,718.0,4.63,4.66,2.93,2022-09-04,Denmark
30034,0.39,Ideal,F,SI1,62.5,55.0,718.0,4.63,,2.91,2022-09-13,Myanmar
30035,0.35,Ideal,E,VS1,61.5,57.0,718.0,4.52,4.55,2.79,2022-09-26,Dominican Republic
30036,0.39,Good,F,SI1,63.6,58.0,718.0,4.6,,2.94,2022-09-01,South Africa
30037,0.39,Very Good,J,VVS1,62.5,58.0,718.0,4.61,4.67,2.9,2022-09-17,Oman
30038,0.39,Very Good,J,VVS1,62.8,,718.0,4.61,4.66,2.91,2089-06-24,Switzerland
30039,0.3,Very Good,D,VVS2,59.3,57.0,719.0,4.39,4.41,2.61,2022-09-05,Congo
30040,0.32,Ideal,D,VS2,61.3,56.0,719.0,4.4,,,2022-09-27,Comoros
30041,0.39,Ideal,E,,62.1,53.0,719.0,4.69,4.72,2.92,2022-09-03,Finland
30042,0.33,Ideal,I,IF,,56.0,719.0,4.43,4.47,2.74,2022-09-28,Uzbekistan
30043,,Good,D,VVS2,61.6,63.0,719.0,4.23,4.27,2.62,2022-09-27,Mayotte
30044,0.38,Good,F,VS2,60.3,61.0,719.0,4.68,4.71,2.83,2022-09-25,Netherlands
30045,0.47,Fair,F,SI2,67.6,57.0,719.0,4.81,4.72,3.23,2022-09-02,Somalia
30046,0.41,,G,SI1,61.5,59.0,719.0,4.75,4.78,2.93,2022-08-31,Iceland
30047,0.41,Very Good,G,SI1,62.5,57.0,719.0,4.69,4.72,2.94,2022-09-07,Afghanistan
30048,0.41,Premium,G,SI1,62.7,,719.0,4.7,4.74,2.96,2022-08-31,Korea (South)
30049,0.41,Premium,G,SI1,61.4,60.0,719.0,4.75,4.82,2.94,2022-09-07,Libya
30050,0.41,Very Good,G,SI1,62.7,55.0,719.0,4.77,4.8,3.0,2022-09-06,Nepal
30051,0.41,Very Good,G,SI1,60.3,60.0,719.0,4.76,4.8,2.88,2022-09-24,Brazil
30052,0.41,Premium,G,SI1,59.1,58.0,719.0,4.83,4.88,2.87,2022-09-08,Somalia
30053,0.41,Premium,G,SI1,62.5,58.0,719.0,4.75,4.78,2.98,2022-09-13,Laos
30054,0.41,Premium,G,SI1,,59.0,719.0,4.71,4.73,2.91,2022-09-18,Qatar
30055,0.41,Premium,G,SI1,62.6,59.0,719.0,4.72,4.77,2.97,2022-09-23,Bahamas
30056,0.41,Premium,G,,61.3,58.0,719.0,4.76,4.8,2.93,2022-09-11,Spain
30057,0.41,Premium,G,SI1,61.3,60.0,719.0,4.75,4.81,2.93,2022-09-08,Gibraltar
30058,0.41,Very Good,G,SI1,62.9,56.0,719.0,4.7,4.75,2.97,2022-09-01,Romania
30059,0.41,,G,SI1,62.6,54.0,719.0,4.74,4.78,2.98,2022-09-19,Guatemala
30060,0.41,Premium,G,SI1,60.3,59.0,719.0,4.76,4.79,2.88,2022-09-08,Bulgaria
30061,0.32,Premium,G,VS2,61.9,58.0,720.0,4.43,4.36,2.72,2022-09-03,Micronesia
30062,0.3,Ideal,G,VVS1,61.8,56.0,720.0,4.34,4.37,2.69,2022-09-26,Aruba
30063,,Ideal,E,VS2,62.5,54.0,720.0,4.33,4.37,2.72,2022-09-10,China
30064,0.34,Ideal,G,VS1,60.6,57.0,720.0,4.52,4.57,2.75,2022-09-13,Cocos Islands
30065,0.3,Ideal,D,VS1,62.0,57.0,,4.27,4.31,2.66,2022-09-17,Mongolia
30066,0.32,Ideal,D,VS1,61.4,56.0,720.0,4.38,4.41,2.7,2022-09-04,Austria
30067,0.4,Good,H,SI2,63.8,57.0,720.0,4.7,4.67,2.99,2022-09-08,Papua New Guinea
30068,0.32,Ideal,G,VS2,59.8,57.0,720.0,4.46,4.43,2.66,2022-09-18,American Samoa
30069,0.32,Ideal,G,VS2,60.3,57.0,720.0,4.46,4.43,2.68,2022-09-01,El Salvador
30070,0.32,Premium,G,VS2,59.9,57.0,720.0,4.51,4.47,2.69,2022-09-11,Guyana
30071,0.32,Premium,G,VS2,,60.0,720.0,4.4,4.37,2.73,2022-09-22,Cocos Islands
30072,0.32,Ideal,F,SI2,61.7,,720.0,4.44,4.41,2.73,2022-09-21,Reunion
30073,0.32,Premium,E,SI1,61.9,59.0,720.0,4.39,4.36,2.71,2104-12-24,Philippines
30074,0.32,Premium,E,SI1,62.2,57.0,720.0,4.43,4.38,2.74,2022-09-18,Egypt
30075,0.32,Ideal,,SI1,61.8,55.0,720.0,4.45,4.42,2.74,2022-09-24,Antigua And Barbuda
30076,0.32,Premium,E,SI1,60.1,60.0,720.0,4.47,4.42,2.67,,Equatorial Guinea
30077,0.32,Very Good,E,SI1,63.2,56.0,720.0,4.38,4.35,2.76,2022-09-11,Panama
30078,0.4,Good,H,SI2,63.7,59.0,720.0,4.69,4.64,2.97,2022-09-27,Canada
30079,0.32,Ideal,I,VVS2,63.0,57.0,720.0,4.37,4.33,2.74,2022-09-19,Norway
30080,0.32,Premium,I,VVS2,61.9,59.0,720.0,4.38,4.35,2.7,2022-09-24,Luxembourg
30081,0.32,Premium,I,VVS2,62.1,59.0,720.0,4.38,4.35,2.71,,Pitcairn
30082,0.32,Ideal,I,VVS2,62.6,,720.0,4.41,4.37,2.75,2022-09-09,Bouvet Island
30083,0.32,Premium,I,VVS2,60.7,59.0,720.0,4.43,4.4,2.68,2022-09-06,El Salvador
30084,0.32,Ideal,I,VVS2,61.5,56.0,720.0,4.42,4.4,2.71,2022-09-22,Yugoslavia
30085,0.32,Ideal,H,VS1,60.2,56.0,720.0,4.49,4.44,2.69,2022-09-10,Malaysia
30086,0.32,,H,VS1,61.3,55.0,720.0,4.43,4.41,2.71,2022-09-15,Uruguay
30087,0.32,Ideal,H,VS1,61.1,56.0,720.0,4.46,,2.72,2022-09-16,Rwanda
30088,0.32,Premium,H,VS1,60.2,58.0,720.0,4.47,4.43,2.68,2107-11-26,Sudan
30089,0.32,Ideal,H,VS1,61.8,55.0,720.0,4.42,4.41,2.73,2022-09-21,Iran
30090,,Premium,H,VS1,60.5,59.0,720.0,4.42,4.41,2.67,2022-09-03,Saint Lucia
30091,0.32,Premium,H,VS1,60.6,60.0,720.0,,4.4,2.68,2022-09-11,Rwanda
30092,0.32,Ideal,H,VS1,63.0,57.0,720.0,,4.37,2.76,2022-09-14,Lithuania
30093,0.32,Premium,H,VS1,61.7,58.0,720.0,,4.37,2.71,2022-09-27,Djibouti
30094,0.32,Ideal,H,,62.9,54.0,720.0,4.41,4.37,2.76,2022-09-02,Botswana
30095,0.32,Premium,H,VS1,61.7,61.0,720.0,4.43,4.38,2.72,2022-09-11,Austria
30096,0.32,Premium,H,VS1,61.7,58.0,720.0,4.44,4.38,2.72,2022-08-30,United States
30097,0.32,Ideal,H,VS1,61.5,57.0,720.0,4.42,4.4,2.71,2112-07-16,Pitcairn
30098,0.32,Ideal,H,VS1,61.9,55.0,720.0,4.42,4.4,,2022-09-18,Kuwait
30099,0.32,Ideal,H,VS1,63.0,55.0,720.0,4.42,4.4,2.78,2022-09-24,Poland
30100,0.32,Ideal,H,VS1,62.8,55.0,720.0,4.41,4.35,2.75,2022-09-09,St. Helena
30101,0.32,Ideal,H,VS1,63.0,57.0,720.0,4.35,4.32,2.73,2022-09-08,Guyana
30102,0.32,Premium,H,VS1,61.3,60.0,720.0,4.38,4.33,,,Bosnia And Herzegowina
30103,0.32,Very Good,H,VS1,63.1,57.0,720.0,4.37,4.34,2.75,2022-09-03,Djibouti
30104,0.32,,H,VS1,62.4,58.0,720.0,4.4,4.35,2.73,2022-09-21,Maldives
30105,0.32,Premium,H,VS1,62.8,58.0,,4.37,4.35,2.74,2022-09-18,Tuvalu
30106,0.32,Premium,H,VS1,62.3,58.0,720.0,4.39,4.34,2.72,2022-08-31,Libya
30107,0.32,Premium,G,VS2,61.0,59.0,720.0,4.46,4.42,2.71,2022-09-23,Slovakia
30108,0.32,Premium,G,VS2,59.8,59.0,720.0,4.52,4.48,2.69,2022-09-04,Morocco
30109,0.32,Premium,G,VS2,60.8,59.0,720.0,4.44,4.41,2.69,2022-09-27,Rwanda
30110,0.32,Premium,G,VS2,60.2,57.0,720.0,4.45,4.42,2.67,2022-09-26,Israel
30111,0.32,,G,VS2,61.1,58.0,720.0,4.45,4.42,2.71,2022-09-24,Singapore
30112,0.32,Ideal,G,VS2,61.4,55.0,720.0,4.46,4.4,2.72,2022-09-18,Afghanistan
30113,0.32,Premium,G,VS2,60.5,58.0,720.0,4.42,4.41,2.67,2022-09-09,Swaziland
30114,0.32,Ideal,G,VS2,61.8,55.0,720.0,4.42,4.41,2.73,2022-09-26,Slovakia
30115,0.32,Ideal,G,VS2,61.8,55.0,720.0,4.43,4.41,2.73,2022-08-30,American Samoa
30116,0.32,Premium,G,VS2,61.5,60.0,720.0,4.42,4.4,2.71,2022-09-03,Virgin Islands (U.S.)
30117,0.32,Ideal,G,VS2,61.5,,720.0,4.41,4.4,2.71,2022-09-10,Mozambique
30118,0.32,Premium,G,VS2,61.5,59.0,720.0,4.42,4.4,2.71,2022-09-09,Kenya
30119,0.32,Ideal,G,VS2,61.6,57.0,720.0,4.41,4.39,2.71,2022-09-19,Suriname
30120,0.32,Ideal,G,VS2,62.0,,720.0,4.41,,2.73,2022-09-21,Pakistan
30121,0.32,Premium,G,VS2,60.7,58.0,720.0,4.42,4.38,2.67,2022-09-10,Lebanon
30122,,Ideal,G,VS2,61.8,57.0,720.0,4.42,4.38,2.72,2022-09-17,Trinidad And Tobago
30123,0.32,Ideal,,,62.5,56.0,720.0,4.42,4.38,2.75,2022-09-03,San Marino
30124,0.32,Ideal,G,VS2,61.4,57.0,720.0,4.4,4.39,2.7,2022-09-23,Solomon Islands
30125,0.32,Ideal,G,VS2,62.0,57.0,720.0,4.4,,2.72,2022-08-31,Thailand
30126,0.32,Premium,G,VS2,62.0,59.0,720.0,4.41,4.37,2.72,2099-03-26,Albania
30127,0.32,Ideal,G,VS2,61.7,57.0,,4.4,,2.71,2022-09-13,Monaco
30128,0.32,Premium,G,VS2,61.2,59.0,720.0,4.41,4.38,2.69,2022-09-12,Pitcairn
30129,0.32,Ideal,G,VS2,61.8,57.0,720.0,4.4,4.37,2.71,2022-09-09,Saint Lucia
30130,,Premium,G,VS2,62.6,58.0,720.0,4.39,4.37,2.74,2022-09-27,Cook Islands
30131,0.32,Ideal,G,VS2,61.4,56.0,720.0,4.39,4.37,2.69,2022-09-12,Ethiopia
30132,0.32,Premium,G,VS2,62.3,58.0,720.0,4.41,4.36,2.73,2022-09-02,San Marino
30133,0.32,Very Good,,VS2,63.3,54.0,720.0,4.39,4.36,2.77,2022-09-10,Cyprus
30134,0.32,Premium,G,,61.5,60.0,720.0,4.39,4.36,2.69,2022-09-04,Chad
30135,0.32,Premium,G,VS2,62.5,58.0,720.0,4.38,4.36,2.73,2022-09-27,Libya
30136,0.32,Premium,G,VS2,61.5,58.0,720.0,4.4,4.35,,2022-09-08,French S. Territories
30137,0.32,Premium,G,VS2,62.1,60.0,720.0,4.39,4.34,2.71,2022-09-06,United States
30138,0.32,,G,VS2,62.0,58.0,720.0,4.38,4.33,2.7,2022-09-12,Bulgaria
30139,0.32,Premium,G,VS2,62.6,59.0,720.0,4.36,4.33,2.72,2022-09-26,Austria
30140,0.32,Premium,G,VS2,62.6,60.0,720.0,4.36,4.33,2.72,2022-09-22,Slovakia
30141,0.32,Premium,G,VS2,62.4,59.0,720.0,4.36,4.33,2.71,2022-09-19,Japan
30142,0.32,Premium,G,,61.7,60.0,720.0,4.4,4.32,2.69,2022-09-23,Burundi
30143,0.32,Premium,G,VS2,62.5,60.0,,4.38,4.32,2.72,2022-09-13,Antarctica
30144,0.32,Very Good,G,VS2,63.1,57.0,720.0,4.35,4.3,2.73,2022-09-04,Netherlands Antilles
30145,,Premium,G,VS2,62.8,58.0,720.0,4.35,4.31,2.72,2022-09-28,Dominica
30146,0.32,Ideal,,SI1,61.9,56.0,720.0,4.43,4.39,2.73,2022-09-26,Christmas Island
30147,0.32,Premium,E,SI1,60.2,60.0,720.0,4.44,4.39,2.66,2022-09-28,Czech Republic
30148,0.32,Premium,E,SI1,61.6,56.0,720.0,4.41,4.39,2.71,2022-09-03,Portugal
30149,0.32,Premium,E,SI1,62.3,58.0,720.0,4.4,4.37,2.73,,Nauru
30150,0.32,Very Good,E,SI1,63.4,55.0,720.0,4.36,4.35,2.76,2022-09-13,Cayman Islands
30151,0.32,Very Good,E,SI1,63.1,56.0,720.0,4.39,4.36,2.76,2022-09-22,Turkmenistan
30152,0.32,Premium,E,SI1,62.2,58.0,,4.39,4.36,2.72,2022-09-10,Niger
30153,0.32,,E,SI1,62.8,57.0,720.0,4.39,4.34,2.74,2022-09-22,Nicaragua
30154,0.32,Very Good,E,SI1,63.3,56.0,720.0,4.35,4.34,2.75,2022-09-21,Sudan
30155,0.45,Premium,J,SI2,60.9,57.0,720.0,4.95,4.9,3.05,2092-02-29,Guinea
30156,0.5,Very Good,E,I1,,61.0,720.0,5.04,4.97,3.16,2022-09-27,Mauritius
30157,0.3,,E,SI1,61.4,56.0,720.0,4.36,4.33,2.67,2022-09-08,Tajikistan
30158,0.4,Good,D,SI1,63.1,61.0,720.0,4.67,4.71,,2022-09-01,Malta
30159,0.4,Good,D,SI1,63.5,55.0,720.0,4.67,4.72,2.98,,Mexico
30160,0.4,Very Good,D,SI1,63.0,57.0,720.0,4.66,4.7,2.95,2022-09-19,Malaysia
30161,0.4,Good,D,SI1,63.3,57.0,720.0,4.68,4.71,2.97,2022-09-03,Northern Mariana Islands
30162,0.4,Very Good,D,SI1,,62.0,720.0,4.7,4.75,2.85,2022-09-15,Bermuda
